1990,5056.51
1991,507.12
1992,315.01
1993,700.32
1994,518.43
1995,976.29
1996,457.1
1997,932.91
1998,1520.97
1999,1307.76
2000,348.01
2001,898.72
2002,381.67
2003,1684.5
2004,2264.95
2005,1552.18
2006,1814.61
2007,1162.62
2008,0.0
2009,1093.46
2010,1899.71
2011,1213.68
2012,1778.76
2013,2588.85
2014,2378.41
2015,1317.19
2016,1536.72
2017,2678.45
2018,1225.41
2019,4290.13
2020,7597.02
2021,6077.77
2022,775.14
2023,4772.42
2024,4975.53
